Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_Tenure_Days,Age,Total_Spent
PhD,Single,46854.0,1,1,2014-03-31,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,1,201,51,263
Graduation,Divorced,69142.0,0,1,2014-06-29,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,0,111,72,535
Graduation,Single,75922.0,0,0,2013-12-09,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,0,313,56,1295
Graduation,Divorced,63693.0,0,1,2013-10-14,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,369,46,1150
PhD,Married,102160.0,0,0,2012-11-02,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,1,715,47,1240
PhD,Single,40637.0,1,1,2013-07-17,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,0,458,59,38
Master,Single,18890.0,0,0,2012-11-10,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,1,707,40,35
Graduation,Married,29604.0,1,0,2013-12-08,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,0,314,36,53
Master,Divorced,48721.0,1,1,2013-05-13,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,0,523,61,293
Graduation,Married,44794.0,0,1,2014-06-08,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,132,58,65
Graduation,Divorced,64497.0,0,1,2012-09-10,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,1,768,70,1804
Graduation,Married,46097.0,0,1,2013-03-31,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0,566,68,241
Graduation,Married,77972.0,0,0,2014-03-18,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,214,70,1101
PhD,Married,44377.0,1,1,2012-10-05,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,0,743,56,264
Master,Married,46014.0,1,1,2013-01-21,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,635,50,541
Graduation,Married,70951.0,0,0,2013-05-04,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,0,532,39,1198
Graduation,Married,41443.0,1,0,2014-04-01,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,200,47,482
2n Cycle,Single,52195.0,2,1,2014-05-12,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,159,46,17
Master,Married,83790.0,0,0,2013-11-15,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,337,76,1615
Master,Widow,44551.0,0,1,2013-08-31,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,413,70,285
Graduation,Married,69508.0,1,0,2012-11-14,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,703,44,1135
2n Cycle,Married,45204.0,1,0,2014-04-11,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,0,190,36,114
Graduation,Married,72460.0,0,0,2013-11-14,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,338,55,1047
PhD,Married,77622.0,0,2,2014-04-14,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,187,54,714
PhD,Married,30732.0,1,0,2013-01-05,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0,651,44,185
Graduation,Divorced,63887.0,0,1,2012-09-08,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,770,62,1245
Graduation,Married,42011.0,1,0,2013-03-26,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,571,46,189
Graduation,Married,51369.0,0,1,2012-10-25,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,723,48,576
Graduation,Divorced,51537.0,0,1,2012-12-09,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,678,72,1103
PhD,Married,79930.0,0,0,2012-08-08,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,801,52,1753
PhD,Married,34320.0,1,0,2014-02-16,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,244,38,17
Graduation,Single,37070.0,1,1,2013-03-20,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,577,58,433
2n Cycle,Divorced,81975.0,0,1,2013-01-05,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,0,651,62,1588
Graduation,Married,38590.0,1,0,2013-05-15,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0,521,53,22
Graduation,Single,15033.0,0,0,2014-04-16,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,185,73,19
PhD,Married,62745.0,0,1,2013-03-23,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,574,59,1117
2n Cycle,Married,22212.0,1,0,2013-12-09,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0,313,49,69
Master,Married,23661.0,1,0,2013-12-04,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,318,42,23
PhD,Single,79761.0,0,1,2013-10-04,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,379,66,605
Graduation,Single,7500.0,1,0,2013-12-26,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,296,51,57
2n Cycle,Single,60182.0,0,1,2014-05-17,23,8,0,5,7,0,2,1,1,0,2,4,0,0,0,0,0,0,0,154,131,22
Graduation,Widow,73455.0,0,0,2013-10-28,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,0,355,56,2088
Graduation,Married,64961.0,0,1,2012-12-23,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,0,664,66,1009
Graduation,Single,22804.0,1,0,2013-07-31,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,444,53,26
Graduation,Married,73687.0,0,0,2013-11-28,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1,324,34,1627
Graduation,Married,61074.0,0,1,2012-08-17,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,792,66,1102
PhD,Married,31686.0,1,1,2014-06-05,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,135,60,17
Graduation,Married,80134.0,1,0,2013-05-20,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,516,52,1690
Graduation,Married,75027.0,0,1,2013-01-09,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,647,71,1390
PhD,Married,67546.0,0,0,2012-08-31,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,778,36,2126
Master,Married,65176.0,0,1,2012-10-29,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,719,55,1531
Master,Single,31160.0,1,0,2013-09-16,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,397,49,64
Graduation,Single,29938.0,1,0,2013-10-27,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,356,39,26
Graduation,Divorced,102692.0,0,0,2013-04-05,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,1,561,50,1112
2n Cycle,Married,26490.0,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,756,66,210
Graduation,Married,75702.0,1,1,2012-08-29,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,780,57,1148
PhD,Single,30899.0,1,0,2012-10-13,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,735,50,33
PhD,Married,63342.0,0,1,2012-10-16,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,732,63,1101
Graduation,Single,45989.0,0,1,2012-10-22,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,726,60,322
Graduation,Single,18701.0,1,1,2013-06-04,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,501,60,44
PhD,Single,40737.0,2,1,2013-12-08,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,314,67,17
Graduation,Divorced,15287.0,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,738,45,31
PhD,Divorced,69674.0,0,2,2013-05-22,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,514,56,845
Master,Married,44159.0,1,0,2014-06-17,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,123,54,275
PhD,Married,37717.0,1,0,2012-11-23,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,694,46,25
Master,Married,43776.0,1,1,2013-02-03,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1,622,72,275
Master,Married,38179.0,1,1,2013-03-14,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,583,58,90
Graduation,Married,80124.0,0,0,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,114,61,1495
PhD,Married,38097.0,1,1,2012-10-15,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1,733,54,184
Graduation,Married,72940.0,0,0,2013-06-19,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,486,54,981
Graduation,Married,22070.0,1,0,2013-10-04,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,379,54,67
Graduation,Single,69267.0,0,0,2012-09-22,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,756,71,1635
Master,Single,31788.0,1,0,2014-03-20,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0,212,41,60
PhD,Married,61905.0,0,1,2014-02-04,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,256,49,231
Graduation,Married,29315.0,1,1,2014-04-06,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,195,64,48
Graduation,Divorced,33378.0,1,1,2013-02-06,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,619,61,99
PhD,Married,66313.0,0,1,2013-09-16,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,397,61,770
Graduation,Single,60714.0,0,0,2013-01-17,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1,639,68,957
Master,Married,77882.0,0,0,2014-04-30,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,171,43,818
PhD,Single,69867.0,0,0,2013-04-02,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1,564,38,925
Master,Divorced,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,545,56,908
Basic,Married,24480.0,1,0,2013-02-11,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,614,43,102
Graduation,Married,51369.0,0,1,2012-10-25,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,723,48,576
Graduation,Married,37760.0,0,0,2012-08-31,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,778,78,317
PhD,Married,65640.0,0,1,2014-03-01,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,231,50,461
Master,Married,44319.0,1,1,2014-04-17,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,184,49,37
Graduation,Married,30631.0,1,0,2013-07-12,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,463,50,70
Graduation,Married,75278.0,0,0,2013-01-29,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,627,72,930
Master,Married,50898.0,1,1,2013-01-08,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,648,68,859
Graduation,Widow,79946.0,0,0,2014-05-12,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,159,58,1478
Master,Divorced,35416.0,0,0,2013-06-13,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,492,75,390
2n Cycle,Married,32414.0,0,0,2013-07-04,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,471,40,52
Graduation,Married,38361.0,1,0,2013-12-27,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,295,55,137
Graduation,Married,82497.0,0,0,2012-10-31,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,717,44,1919
Graduation,Married,16626.0,2,0,2014-01-15,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,276,53,68
Graduation,Married,29672.0,1,1,2013-03-12,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,585,59,25
Master,Married,55951.0,0,1,2012-08-23,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,786,72,1374
2n Cycle,Divorced,35388.0,1,0,2013-03-07,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,590,36,32
Master,Married,42386.0,1,0,2013-01-13,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,643,38,100
Graduation,Single,68627.0,0,0,2013-01-12,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,644,42,825
PhD,Divorced,57912.0,0,1,2014-03-17,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0,215,59,916
Graduation,Divorced,35246.0,1,1,2014-04-16,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,185,66,62
2n Cycle,Married,58821.0,0,1,2013-10-12,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0,371,68,728
PhD,Married,46377.0,1,0,2014-03-01,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,231,46,90
Graduation,Single,39747.0,1,0,2014-04-13,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,0,188,36,273
Graduation,Married,23976.0,1,0,2013-12-27,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,295,40,66
Master,Married,80950.0,0,0,2013-03-28,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,0,569,63,1213
Graduation,Widow,27038.0,0,0,2012-09-18,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,1,760,58,107
Graduation,Single,77457.0,0,0,2014-03-05,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,227,77,1157
Master,Married,64100.0,0,1,2013-09-10,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,0,403,60,546
Master,Married,42670.0,0,0,2013-04-27,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,539,32,241
Graduation,Divorced,12571.0,1,0,2014-01-18,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,273,48,53
Graduation,Married,22574.0,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,355,57,37
Graduation,Married,51381.5,0,0,2013-06-03,69,861,138,461,60,30,61,1,6,5,12,3,0,1,0,1,0,0,0,502,35,1611
Master,Single,70893.0,0,0,2013-02-06,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,619,48,1508
Graduation,Married,54198.0,1,1,2013-12-17,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,305,58,235
Master,Married,28839.0,1,1,2014-03-11,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,221,68,32
Graduation,Married,40321.0,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,446,52,102
Graduation,Single,66503.0,1,0,2012-08-14,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,795,39,401
Graduation,Married,30833.0,1,1,2013-07-16,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,459,73,28
Graduation,Single,51381.5,1,2,2013-08-23,67,738,20,172,52,50,20,6,2,3,10,7,0,1,0,1,0,0,0,421,54,1052
Graduation,Married,64795.0,0,1,2013-01-17,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,639,53,680
Graduation,Married,34421.0,1,0,2013-07-01,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,474,50,30
PhD,Divorced,47025.0,1,1,2014-02-09,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,251,59,20
PhD,Divorced,64325.0,0,1,2013-02-07,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0,618,63,1307
Graduation,Single,40464.0,0,1,2013-01-11,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,645,71,630
Graduation,Married,62187.0,0,0,2013-07-05,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0,470,67,1283
PhD,Divorced,14849.0,1,0,2013-07-02,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,473,48,65
Graduation,Married,27255.0,1,0,2013-11-07,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,345,40,37
PhD,Married,54432.0,2,1,2013-05-09,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,527,74,38
PhD,Single,29999.0,1,0,2013-02-13,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,612,38,160
Graduation,Single,24072.0,1,0,2013-04-16,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,550,41,23
PhD,Single,33996.0,0,0,2013-09-11,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,402,35,71
PhD,Married,66334.0,0,1,2013-04-03,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,1,563,68,1161
Master,Married,35178.0,1,0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,646,53,59
Graduation,Married,22010.0,1,0,2013-06-30,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,475,41,33
Graduation,Divorced,62204.0,0,2,2012-09-12,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,0,766,64,946
Graduation,Divorced,75693.0,0,0,2012-12-06,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,1,681,56,1442
Graduation,Married,30675.0,1,0,2012-11-12,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0,705,52,62
Graduation,Married,83003.0,0,0,2013-03-03,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,1,594,59,1674
PhD,Married,83532.0,0,0,2013-09-26,36,755,144,562,104,64,224,1,4,6,4,1,0,0,1,0,0,0,0,387,125,1853
Graduation,Single,68655.0,0,0,2012-08-10,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0,799,36,1538
Graduation,Divorced,41411.0,0,0,2013-12-07,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,315,38,139
PhD,Married,55212.0,0,1,2012-11-23,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,694,55,1182
PhD,Married,59292.0,0,1,2013-06-13,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,492,74,507
Basic,Married,27190.0,1,0,2013-08-15,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,1,429,51,18
Graduation,Divorced,82623.0,0,0,2013-11-10,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,342,72,940
Graduation,Married,44300.0,1,1,2013-06-23,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0,482,59,42
Graduation,Divorced,84835.0,0,0,2014-06-16,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,1,124,54,1190
Graduation,Widow,30372.0,1,1,2012-12-25,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,662,53,44
Master,Married,33181.0,1,0,2014-01-03,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,0,288,48,16
Graduation,Married,71113.0,0,1,2013-12-17,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,0,305,67,835
Graduation,Married,71952.0,1,0,2013-01-10,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,646,38,1443
PhD,Single,69759.0,0,0,2013-10-28,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,1,355,58,1029
Graduation,Married,72099.0,0,0,2012-10-27,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,721,50,1188
PhD,Single,60000.0,0,1,2012-12-22,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,665,48,1277
Graduation,Single,38643.0,1,1,2013-11-29,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,0,323,46,49
Graduation,Married,50737.0,0,1,2013-05-11,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,525,69,99
PhD,Married,68462.0,0,0,2012-12-12,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,675,55,1670
Master,Married,65073.0,0,0,2013-08-20,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,0,424,81,900
PhD,Married,46681.0,0,2,2013-10-08,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,375,76,425
Graduation,Married,78618.0,0,0,2012-09-28,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,0,750,67,2153
PhD,Widow,62187.0,0,1,2014-03-22,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0,210,55,636
Graduation,Married,28442.0,2,0,2014-02-24,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,236,46,57
PhD,Married,37717.0,1,0,2012-11-23,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,694,46,25
Graduation,Married,51479.0,1,1,2012-12-28,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,659,57,494
Graduation,Single,54803.0,0,1,2012-08-21,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0,788,55,693
Graduation,Married,79530.0,0,0,2013-05-17,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,0,519,64,1348
Graduation,Divorced,31615.0,1,0,2013-03-16,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,581,48,51
Graduation,Married,72025.0,0,0,2012-11-17,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,700,62,1932
PhD,Single,52614.0,0,1,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,686,49,990
2n Cycle,Married,35684.0,1,0,2014-04-22,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0,179,40,30
Graduation,Married,48178.0,1,1,2012-10-28,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,0,720,49,254
Master,Single,29548.0,1,0,2013-08-29,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0,415,54,29
Graduation,Single,63810.0,0,1,2012-11-11,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,706,58,1371
PhD,Single,38578.0,1,1,2013-06-22,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,1,483,52,73
Master,Single,46098.0,1,1,2012-08-18,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,791,49,120
Graduation,Single,22585.0,0,0,2013-03-18,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,1,579,54,81
Graduation,Single,30279.0,1,0,2012-12-30,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,657,35,37
PhD,Married,66426.0,0,1,2013-10-02,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0,381,63,1377
Graduation,Single,30822.0,1,0,2013-06-14,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,0,491,55,51
PhD,Married,33581.0,2,0,2013-01-08,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,648,55,17
Graduation,Married,19986.0,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,338,39,22
Graduation,Widow,27421.0,0,0,2012-12-12,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0,675,70,324
2n Cycle,Married,35688.0,2,1,2012-08-22,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,787,51,211
Master,Single,36143.0,1,0,2014-03-30,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0,202,43,19
Graduation,Single,10245.0,1,0,2013-05-15,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0,521,53,41
Master,Married,43795.0,0,1,2013-10-16,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,1,367,56,492
Graduation,Married,63381.0,0,1,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,743,64,1005
Graduation,Married,38823.0,0,1,2012-08-30,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0,779,75,114
PhD,Divorced,83664.0,1,1,2013-05-08,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0,528,56,1173
Graduation,Married,90300.0,0,0,2014-01-03,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,0,288,45,1738
Master,Married,62499.0,1,0,2013-12-09,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,0,313,45,222
Graduation,Single,74293.0,0,0,2014-05-04,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,167,31,1127
PhD,Married,51012.0,0,0,2013-04-18,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,548,78,209
Master,Married,70777.0,0,1,2014-02-25,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,0,235,56,787
PhD,Married,68682.0,0,0,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,377,33,1598
Graduation,Married,43824.0,1,1,2012-09-15,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,0,763,53,186
Graduation,Married,15345.0,1,0,2012-08-31,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,0,1,778,40,47
Graduation,Single,23442.0,1,0,2012-12-24,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,0,663,37,27
2n Cycle,Married,14515.0,1,0,2012-11-09,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,1,708,44,96
2n Cycle,Divorced,31395.0,1,1,2013-03-23,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,0,574,68,64
